kepoi_name,period_days,orbital_dist_AU,planet_radius_earth,planet_type,stellar_mass_solar,stellar_temp_K,luminosity_solar,hz_inner_AU,hz_outer_AU,in_habitable_zone,koi_kepmag
K01796.01,11.8057,0.1017,42.76,Super-Jupiter,1.006,6065.0,4.3411,1.9794,2.8544,False,12.829
K01119.02,13.5548,0.1062,0.66,Rocky (Earth-like),0.869,5370.0,0.5699,0.7172,1.0342,False,11.157
K01645.01,41.1668,0.2123,10.31,Gas Giant,0.753,5193.0,0.4228,0.6177,0.8908,False,13.418
K01803.01,4.5393,0.0528,4.55,Gas Giant,0.954,5064.0,1.518,1.1705,1.6879,False,13.26
K00969.01,17.512,0.1319,13.08,Super-Jupiter,0.998,6224.0,1.7253,1.2478,1.7995,False,12.336
K00145.01,102.9639,0.5549,39.88,Super-Jupiter,2.15,5047.0,29.5027,5.1601,7.4413,False,13.608
K01728.01,12.7319,0.1222,83.13,Super-Jupiter,1.5,7264.0,6.236,2.3723,3.4212,False,12.087
K00974.01,53.5058,0.301,2.49,Mini-Neptune,1.27,6253.0,4.6996,2.0595,2.97,False,9.582
K01058.01,5.6702,0.0341,0.67,Rocky (Earth-like),0.164,3337.0,0.0038,0.0586,0.0845,False,13.783
K01807.01,132.1342,0.619,64.99,Super-Jupiter,1.812,5067.0,39.0043,5.9331,8.5561,False,9.715
K00976.01,52.569,0.3208,90.65,Super-Jupiter,1.594,7201.0,6.6318,2.4465,3.5281,False,9.729
K00977.01,1.3538,0.0234,387.97,Super-Jupiter,0.931,4283.0,74.9885,8.2266,11.8636,False,10.523
K00980.01,47.931,0.3104,52.8,Super-Jupiter,1.737,8214.0,15.3397,3.7208,5.3657,False,10.376
K01431.01,345.1599,0.9801,7.95,Gas Giant,1.054,5628.0,0.8175,0.8589,1.2387,True,13.46
K01661.01,0.9477,0.0182,52.74,Super-Jupiter,0.895,6302.0,2.2789,1.4341,2.0682,False,11.51
K01812.01,0.8053,0.0168,52.12,Super-Jupiter,0.983,6258.0,1.4855,1.1579,1.6698,False,13.742
K00130.01,34.1936,0.2154,22.27,Super-Jupiter,1.14,6129.0,4.0384,1.9091,2.7531,False,13.325
K00138.01,48.9379,0.2946,26.2,Super-Jupiter,1.424,7061.0,7.2823,2.5636,3.697,False,13.96
K01064.01,1.1874,0.0236,17.99,Super-Jupiter,1.236,6422.0,3.2977,1.7252,2.4879,False,13.623
K01224.01,2.698,0.0415,5.78,Gas Giant,1.31,6616.0,2.8962,1.6167,2.3315,False,13.717
K01227.01,2.1553,0.0315,16.94,Super-Jupiter,0.895,5658.0,0.6107,0.7424,1.0706,False,13.997
K07905.01,7.4752,0.0721,0.85,Rocky (Earth-like),0.894,5616.0,2.2905,1.4378,2.0734,False,13.075
K07920.01,1.0435,0.0219,1.09,Rocky (Earth-like),1.281,6014.0,5.9206,2.3116,3.3335,False,13.292
K07915.01,382.5891,1.038,2.15,Mini-Neptune,1.019,6337.0,2.2211,1.4158,2.0418,False,13.678
K00115.03,3.4359,0.0437,0.55,Rocky (Earth-like),0.941,5779.0,1.1824,1.033,1.4897,False,12.791
K00143.01,22.6512,0.1724,7.62,Gas Giant,1.333,6968.0,3.7582,1.8417,2.6559,False,13.682
K00971.01,0.5331,0.0166,133.56,Super-Jupiter,2.166,8523.0,77.6934,8.3737,12.0757,False,7.748
K00974.01,53.5058,0.2932,2.52,Mini-Neptune,1.174,6247.0,4.2422,1.9567,2.8217,False,9.582
K01064.01,1.1874,0.0236,67.35,Super-Jupiter,1.243,6424.0,3.3877,1.7485,2.5216,False,13.623
K01315.01,6.8464,0.0732,1.9,Super-Earth,1.115,6065.0,2.0833,1.3712,1.9774,False,13.137
K00160.01,13.7381,0.1119,3.84,Mini-Neptune,0.991,6375.0,2.0564,1.3623,1.9646,False,13.805
K00126.02,0.8752,0.0189,0.73,Rocky (Earth-like),1.174,5855.0,3.401,1.752,2.5265,False,13.109
K00977.01,1.3538,0.0234,430.99,Super-Jupiter,0.931,4283.0,74.9885,8.2266,11.8636,False,10.523
K01140.01,0.5533,0.0145,97.36,Super-Jupiter,1.325,5679.0,9.2128,2.8835,4.1583,False,13.501
K01230.01,165.7399,0.6996,57.54,Super-Jupiter,1.663,5019.0,26.605,4.9001,7.0665,False,12.263
K00120.01,20.5452,0.1437,2.41,Mini-Neptune,0.937,5670.0,1.4815,1.1563,1.6675,False,12.003
K01151.04,17.4533,0.1242,0.76,Rocky (Earth-like),0.838,5528.0,0.6096,0.7417,1.0697,False,13.404
K01075.01,1.3438,0.0255,18.66,Super-Jupiter,1.23,6324.0,7.6707,2.6311,3.7944,False,13.056
K01151.05,21.7203,0.1436,0.8,Rocky (Earth-like),0.838,5528.0,0.6096,0.7417,1.0697,False,13.404
K01154.01,6.8108,0.0798,26.06,Super-Jupiter,1.461,7226.0,10.5728,3.089,4.4547,False,12.628
K01242.01,99.6443,0.4274,8.48,Gas Giant,1.049,6102.0,1.284,1.0765,1.5524,False,13.75
K00145.01,102.9642,0.5549,39.0,Super-Jupiter,2.15,5047.0,29.5027,5.1601,7.4413,False,13.608
K01254.01,5.0827,0.0579,4.4,Gas Giant,1.0,5780.0,1.0014,0.9507,1.371,False,12.777
K01169.01,0.6892,0.0156,1.32,Super-Earth,1.064,5630.0,0.8204,0.8605,1.2409,False,13.248
K00130.01,34.1936,0.2154,21.95,Super-Jupiter,1.14,6129.0,4.0384,1.9091,2.7531,False,13.325
K01271.01,162.048,0.6339,11.52,Super-Jupiter,1.294,6309.0,3.4904,1.7748,2.5595,False,13.632
K01118.01,7.3729,0.0737,2.67,Mini-Neptune,0.982,5973.0,1.3075,1.0863,1.5665,False,13.835
K00141.01,2.6242,0.0368,5.11,Gas Giant,0.963,5340.0,0.5896,0.7295,1.052,False,13.687
K01058.01,5.6702,0.0341,5.85,Gas Giant,0.164,3337.0,0.0037,0.0578,0.0833,False,13.783
K01296.01,2.3809,0.034,21.65,Super-Jupiter,0.922,5821.0,1.313,1.0886,1.5698,False,13.802
K01962.01,32.8586,0.2004,2.31,Mini-Neptune,0.995,5899.0,2.1722,1.4001,2.0192,False,10.77
K01964.01,2.2293,0.0324,0.6,Rocky (Earth-like),0.914,5587.0,0.6541,0.7683,1.108,False,10.687
K02534.02,5.422,0.0617,1.39,Super-Earth,1.066,6123.0,2.0117,1.3474,1.9431,False,13.925
K02623.02,4.0266,0.0531,0.68,Rocky (Earth-like),1.23,6187.0,2.0149,1.3485,1.9447,False,13.383
K02042.01,63.0732,0.4142,17.8,Super-Jupiter,2.382,6234.0,54.7081,7.0267,10.1332,False,13.089
K01972.01,17.7911,0.1297,2.88,Mini-Neptune,0.92,5855.0,1.8932,1.3071,1.885,False,13.8
K02194.03,445.2169,1.0602,1.37,Super-Earth,0.802,5670.0,0.8369,0.8691,1.2533,True,13.865
K02050.02,3.178,0.0392,0.74,Rocky (Earth-like),0.793,5061.0,0.4163,0.613,0.8839,False,12.218
K02370.01,78.7327,0.4188,7.76,Gas Giant,1.581,6715.0,13.9263,3.5452,5.1126,False,13.003
K01431.01,345.1589,0.9732,7.79,Gas Giant,1.032,5597.0,0.7632,0.8299,1.1969,True,13.46
K02135.02,20.189,0.1491,1.39,Super-Earth,1.085,6178.0,2.0981,1.3761,1.9844,False,13.573
K02059.02,2.1857,0.0307,0.44,Rocky (Earth-like),0.806,4997.0,0.3113,0.53,0.7644,False,12.906
K02295.01,16.2909,0.1178,0.52,Rocky (Earth-like),0.822,5425.0,0.4936,0.6674,0.9625,False,11.671
K00266.02,47.744,0.2691,1.74,Super-Earth,1.14,5949.0,1.8758,1.3011,1.8763,False,11.472
K02563.02,6.2614,0.0675,0.81,Rocky (Earth-like),1.046,6384.0,1.8727,1.3,1.8748,False,13.973
K01839.02,80.4104,0.3411,4.93,Gas Giant,0.819,5476.0,2.2581,1.4276,2.0587,False,13.237
K02298.01,16.6671,0.1036,0.7,Rocky (Earth-like),0.534,4729.0,0.1237,0.3341,0.4818,False,13.831
K00268.01,110.3784,0.4752,3.02,Mini-Neptune,1.175,6342.0,2.6806,1.5554,2.243,False,10.56
K01597.01,7.7967,0.0847,2.44,Mini-Neptune,1.334,6521.0,2.6415,1.544,2.2266,False,12.681
K02298.03,2.4724,0.029,0.36,Rocky (Earth-like),0.534,4729.0,0.1237,0.3341,0.4818,False,13.831
K02398.01,1.169,0.0283,91.91,Super-Jupiter,2.214,5944.0,38.2888,5.8784,8.4773,False,13.579
K02577.01,18.5558,0.1918,20.83,Super-Jupiter,2.734,5988.0,90.1612,9.0206,13.0086,False,13.506
K01537.01,10.1915,0.0966,1.39,Super-Earth,1.156,6212.0,3.7888,1.8492,2.6667,False,11.74
K01924.01,2.1191,0.0356,1.35,Super-Earth,1.339,5799.0,5.7327,2.2746,3.2802,False,7.837
K02004.03,1.7211,0.0288,0.7,Rocky (Earth-like),1.071,5700.0,1.3098,1.0872,1.5679,False,13.351
K02222.01,34.1357,0.2835,13.98,Super-Jupiter,2.607,7818.0,103.4286,9.6615,13.9329,False,12.963
K02486.01,4.268,0.0523,1.42,Super-Earth,1.048,6395.0,2.2961,1.4395,2.0759,False,13.047
K01784.01,5.0074,0.0579,8.8,Gas Giant,1.034,5957.0,1.2267,1.0522,1.5174,False,13.592
K02009.01,86.7491,0.3704,2.23,Mini-Neptune,0.901,5579.0,0.8178,0.8591,1.2389,False,13.82
K02158.02,6.6823,0.0764,2.09,Mini-Neptune,1.33,5343.0,4.5919,2.0357,2.9357,False,13.052
K02159.01,7.5967,0.0745,1.32,Super-Earth,0.955,5716.0,1.14,1.0143,1.4628,False,13.482
K02585.03,7.8785,0.0751,0.78,Rocky (Earth-like),0.91,5767.0,1.2784,1.0741,1.549,False,13.455
K01701.01,2.439,0.0436,2.61,Mini-Neptune,1.852,6546.0,12.7683,3.3946,4.8954,False,11.041
K01861.01,17.5044,0.1289,3.56,Mini-Neptune,0.933,5815.0,1.8119,1.2788,1.8441,False,13.926
K01936.01,1.3397,0.0289,1.27,Super-Earth,1.789,8867.0,27.9531,5.0227,7.2433,False,10.455
K02081.01,6.2141,0.0757,4.27,Gas Giant,1.501,5295.0,7.0069,2.5147,3.6265,False,13.439
K02590.02,22.7909,0.1711,1.38,Super-Earth,1.286,6311.0,3.8373,1.861,2.6837,False,11.638
K02593.02,9.5539,0.0948,0.68,Rocky (Earth-like),1.244,6175.0,2.2284,1.4181,2.0451,False,11.714
K01613.02,94.0944,0.4014,0.9,Rocky (Earth-like),0.974,6099.0,2.1239,1.3845,1.9966,False,11.049
K01613.03,20.6055,0.1458,0.85,Rocky (Earth-like),0.974,6099.0,2.1239,1.3845,1.9966,False,11.049
K02324.01,1.2047,0.0222,1.55,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,11.671
K01619.01,20.6654,0.129,0.66,Rocky (Earth-like),0.671,4830.0,0.2231,0.4487,0.6471,False,11.759
K01622.01,69.8348,0.4018,3.51,Mini-Neptune,1.774,7732.0,13.1105,3.4398,4.9606,False,12.02
K01714.01,2.744,0.0347,38.11,Super-Jupiter,0.743,5334.0,0.4765,0.6558,0.9457,False,13.805
K01803.01,4.5393,0.0495,2.34,Mini-Neptune,0.783,4914.0,0.2742,0.4975,0.7174,False,13.26
K01947.01,6.4229,0.0687,1.66,Super-Earth,1.049,6102.0,1.284,1.0765,1.5524,False,12.335
K02169.04,2.1925,0.0324,0.37,Rocky (Earth-like),0.944,5450.0,0.5612,0.7117,1.0263,False,12.404
K02516.01,2.8104,0.041,1.43,Super-Earth,1.164,5415.0,3.3342,1.7347,2.5016,False,13.388
K02603.01,73.711,0.374,1.77,Super-Earth,1.284,6374.0,3.341,1.7364,2.5041,False,12.643
K02610.01,24.1073,0.187,2.74,Mini-Neptune,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K02610.02,115.2307,0.5308,4.02,Gas Giant,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K01807.01,132.1331,0.619,75.08,Super-Jupiter,1.812,5067.0,39.0043,5.9331,8.5561,False,9.715
K02029.04,4.7885,0.0515,0.63,Rocky (Earth-like),0.796,5208.0,0.3934,0.5959,0.8593,False,12.957
K02612.02,7.573,0.0737,0.53,Rocky (Earth-like),0.932,5495.0,0.7555,0.8257,1.1908,False,11.83
K01411.01,305.0762,0.9108,7.82,Gas Giant,1.083,5716.0,1.2777,1.0738,1.5486,False,13.377
K01728.01,12.7319,0.1219,70.11,Super-Jupiter,1.491,7238.0,6.0542,2.3375,3.3709,False,12.087
K01815.02,1.7461,0.0281,1.24,Rocky (Earth-like),0.97,4854.0,1.5236,1.1726,1.691,False,13.884
K01957.01,1.3868,0.0288,29.33,Super-Jupiter,1.66,6823.0,8.0681,2.6984,3.8914,False,12.655
K02971.01,6.096,0.0717,1.26,Super-Earth,1.325,6313.0,3.0669,1.6637,2.3992,False,12.742
K02971.02,31.9534,0.2165,1.65,Super-Earth,1.325,6313.0,3.0669,1.6637,2.3992,False,12.742
K03165.01,4.1175,0.0526,1.02,Rocky (Earth-like),1.147,6263.0,4.1125,1.9265,2.7783,False,10.335
K03168.01,56.348,0.2841,1.06,Rocky (Earth-like),0.963,5843.0,2.2629,1.4291,2.0609,False,10.455
K03371.01,58.1264,0.2868,1.32,Super-Earth,0.931,5413.0,0.5179,0.6837,0.9859,False,13.747
K04037.01,215.956,0.7432,3.36,Mini-Neptune,1.174,6163.0,2.2315,1.4191,2.0465,False,12.853
K04146.02,2.5738,0.0341,0.57,Rocky (Earth-like),0.798,5115.0,0.4479,0.6358,0.9169,False,13.632
K02712.01,7.5079,0.0825,1.77,Super-Earth,1.329,6408.0,2.7042,1.5622,2.2529,False,11.125
K00304.02,5.5182,0.0607,0.46,Rocky (Earth-like),0.979,5767.0,0.7703,0.8338,1.2024,False,12.549
K03184.03,4.0202,0.0501,0.6,Rocky (Earth-like),1.039,5788.0,1.9065,1.3117,1.8916,False,11.158
K00326.02,108.5469,0.5215,29.67,Super-Jupiter,1.606,4751.0,60.8332,7.4096,10.6854,False,12.96
K00332.02,6.8667,0.0745,0.79,Rocky (Earth-like),1.172,5914.0,1.4139,1.1296,1.629,False,13.046
K00347.01,2.6719,0.0361,22.36,Super-Jupiter,0.876,6116.0,1.3972,1.1229,1.6194,False,13.318
K02984.01,11.4554,0.1077,1.12,Rocky (Earth-like),1.269,6231.0,2.4868,1.4981,2.1604,False,13.066
K03083.01,10.1832,0.0958,0.79,Rocky (Earth-like),1.131,5843.0,1.2288,1.0531,1.5187,False,12.857
K03083.02,6.2321,0.0691,0.61,Rocky (Earth-like),1.131,5843.0,1.2288,1.0531,1.5187,False,12.857
K03190.01,8.9529,0.0838,0.86,Rocky (Earth-like),0.98,6047.0,1.7477,1.2559,1.8111,False,11.458
K03191.02,371.1757,1.3728,4.07,Gas Giant,2.505,9030.0,61.775,7.4667,10.7678,False,11.471
K00319.01,46.1512,0.2666,10.02,Gas Giant,1.187,5877.0,4.1243,1.9293,2.7822,False,12.711
K03194.01,10.8132,0.1058,1.46,Super-Earth,1.351,6380.0,3.1687,1.6911,2.4387,False,11.487
K03384.01,10.5484,0.096,3.89,Mini-Neptune,1.059,6047.0,1.4305,1.1362,1.6386,False,13.204
K03856.01,1.812,0.0343,95.19,Super-Jupiter,1.635,5904.0,12.2193,3.3208,4.789,False,13.493
K04047.01,1.3986,0.032,2.39,Mini-Neptune,2.228,7872.0,39.0586,5.9372,8.5621,False,11.915
K02641.01,3.5556,0.0444,0.84,Rocky (Earth-like),0.926,5839.0,1.221,1.0497,1.5138,False,13.845
K02720.01,6.5716,0.0693,1.26,Super-Earth,1.029,6042.0,2.4519,1.4876,2.1452,False,10.338
K02807.01,3.3757,0.0458,2.34,Mini-Neptune,1.122,6310.0,2.3377,1.4525,2.0947,False,13.91
K03083.03,8.2943,0.0836,0.65,Rocky (Earth-like),1.131,5843.0,1.2288,1.0531,1.5187,False,12.857
K03196.01,4.9606,0.0584,0.59,Rocky (Earth-like),1.079,6117.0,2.1164,1.382,1.9931,False,11.525
K03196.02,6.883,0.0726,0.77,Rocky (Earth-like),1.079,6117.0,2.1164,1.382,1.9931,False,11.525
K03197.01,22.5995,0.1573,0.96,Rocky (Earth-like),1.017,6335.0,1.7074,1.2413,1.7901,False,11.531
K03202.01,92.4611,0.4266,2.86,Mini-Neptune,1.211,5132.0,4.3639,1.9845,2.8619,False,11.784
K03203.01,96.8165,0.4594,3.19,Mini-Neptune,1.38,6404.0,9.184,2.879,4.1518,False,11.816
K03473.01,27.6371,0.1929,6.96,Gas Giant,1.254,5214.0,3.9058,1.8775,2.7075,False,13.851
K03864.02,18.2573,0.1236,0.94,Rocky (Earth-like),0.756,5014.0,0.3241,0.5408,0.7799,False,12.914
K02722.05,16.534,0.1277,1.17,Rocky (Earth-like),1.015,6052.0,1.739,1.2528,1.8066,False,13.268
K02813.01,0.6985,0.0199,14.81,Super-Jupiter,2.17,4676.0,67.6439,7.8134,11.2677,False,13.586
K03206.01,15.1516,0.1198,1.38,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,11.843
K03208.01,2.1317,0.0321,0.56,Rocky (Earth-like),0.967,5849.0,1.0438,0.9706,1.3997,False,11.893
K03209.01,11.9126,0.1183,2.61,Mini-Neptune,1.556,6337.0,7.8886,2.6682,3.8479,False,11.915
K03209.02,6.7707,0.0812,1.9,Super-Earth,1.556,6337.0,7.8886,2.6682,3.8479,False,11.915
K03310.01,20.5513,0.1415,1.64,Super-Earth,0.894,5401.0,0.6434,0.762,1.0989,False,13.55
K04060.01,225.2621,0.719,2.36,Mini-Neptune,0.977,5799.0,1.4392,1.1397,1.6435,False,13.841
K02906.02,145.8819,0.5646,1.8,Super-Earth,1.128,6052.0,2.4407,1.4842,2.1403,False,13.716
K02906.03,21.9424,0.1597,1.23,Rocky (Earth-like),1.128,6052.0,2.4407,1.4842,2.1403,False,13.716
K00298.02,57.384,0.2692,1.62,Super-Earth,0.79,5250.0,0.4254,0.6196,0.8936,False,12.713
K03214.02,25.0902,0.1746,1.35,Super-Earth,1.127,6033.0,3.7998,1.8518,2.6706,False,12.014
K00005.01,4.7803,0.059,7.14,Gas Giant,1.197,5937.0,3.5596,1.7924,2.5848,False,11.665
K03398.03,4.3271,0.0632,3.58,Mini-Neptune,1.801,5745.0,15.2877,3.7145,5.3566,False,13.489
K03875.01,8.8704,0.0806,39.46,Super-Jupiter,0.888,6022.0,2.7046,1.5623,2.2531,False,13.579
K02657.01,5.224,0.0555,0.58,Rocky (Earth-like),0.837,5487.0,0.5738,0.7196,1.0378,False,12.869
K02732.04,24.5607,0.1796,1.13,Rocky (Earth-like),1.282,6170.0,2.9217,1.6238,2.3417,False,12.805
K02914.01,21.1182,0.169,2.89,Mini-Neptune,1.443,6461.0,10.2944,3.0481,4.3956,False,12.199
K02915.01,5.0609,0.0565,0.98,Rocky (Earth-like),0.939,5637.0,0.7518,0.8237,1.1879,False,13.346
K00350.01,12.9907,0.1071,2.02,Mini-Neptune,0.971,5787.0,1.0613,0.9787,1.4114,False,13.387
K00353.01,152.106,0.5856,11.58,Super-Jupiter,1.158,6200.0,3.5657,1.7939,2.587,False,13.374
K03783.01,197.1455,0.7897,72.16,Super-Jupiter,1.69,7214.0,9.0982,2.8655,4.1324,False,12.962
K00064.01,1.9511,0.033,10.35,Gas Giant,1.258,5302.0,4.1728,1.9406,2.7986,False,13.143
K03878.02,15.3573,0.1222,1.42,Super-Earth,1.032,5818.0,0.9994,0.9497,1.3696,False,12.72
K00379.02,23.1376,0.1728,1.83,Super-Earth,1.285,6078.0,3.4682,1.7692,2.5514,False,13.319
K02833.01,1.7919,0.0303,1.48,Super-Earth,1.156,6002.0,5.3272,2.1927,3.1621,False,12.599
K03017.01,2.4629,0.0338,0.67,Rocky (Earth-like),0.848,5893.0,1.0118,0.9556,1.3781,False,13.308
K03224.01,3.4386,0.0435,1.01,Rocky (Earth-like),0.926,5383.0,1.4786,1.1552,1.6659,False,12.192
K03225.01,4.8755,0.0546,0.8,Rocky (Earth-like),0.911,5513.0,1.3706,1.1122,1.6039,False,12.207
K03226.01,4.2939,0.057,1.68,Super-Earth,1.343,6615.0,4.2562,1.9599,2.8264,False,12.209
K03226.02,6.9365,0.0785,1.51,Super-Earth,1.343,6615.0,4.2562,1.9599,2.8264,False,12.209
K03496.02,8.5434,0.09,1.58,Super-Earth,1.333,6602.0,4.8394,2.0899,3.0138,False,13.932
K03890.01,152.8256,0.6756,34.85,Super-Jupiter,1.761,4991.0,31.3659,5.3205,7.6727,False,13.226
K03891.01,47.1096,0.2647,78.98,Super-Jupiter,1.115,5258.0,5.2998,2.187,3.1539,False,13.731
K02840.01,3.6794,0.043,0.92,Rocky (Earth-like),0.781,5676.0,0.6697,0.7774,1.1211,False,13.884
K02925.01,0.7165,0.0149,1.11,Rocky (Earth-like),0.863,5552.0,0.9044,0.9034,1.3029,False,13.458
K03020.01,10.9193,0.1033,1.9,Super-Earth,1.234,5745.0,3.8007,1.8521,2.6709,False,13.534
K03111.01,10.768,0.094,0.92,Rocky (Earth-like),0.954,5874.0,1.2831,1.0761,1.5519,False,12.863
K03111.02,4.3285,0.0512,0.66,Rocky (Earth-like),0.954,5874.0,1.2831,1.0761,1.5519,False,12.863
K03114.01,7.4913,0.0762,1.01,Rocky (Earth-like),1.051,6177.0,3.8194,1.8566,2.6774,False,12.277
K03236.01,7.1304,0.0819,1.18,Rocky (Earth-like),1.443,6312.0,6.126,2.3513,3.3909,False,12.31
K03500.02,4.7483,0.062,1.57,Super-Earth,1.408,6056.0,7.4283,2.5892,3.7339,False,13.214
K03991.01,1.5706,0.0249,1.37,Super-Earth,0.837,5519.0,0.7061,0.7983,1.1512,False,13.14
K02840.02,7.4465,0.0687,0.77,Rocky (Earth-like),0.781,5676.0,0.6697,0.7774,1.1211,False,13.884
K03117.01,6.0666,0.0643,0.87,Rocky (Earth-like),0.963,5569.0,0.6866,0.7872,1.1352,False,13.163
K00353.03,11.1619,0.1027,1.97,Super-Earth,1.158,6200.0,3.5657,1.7939,2.587,False,13.374
K02677.01,237.7872,0.7707,9.91,Gas Giant,1.08,5185.0,2.2266,1.4176,2.0443,False,13.46
K02678.02,2.2166,0.0319,0.48,Rocky (Earth-like),0.878,5397.0,0.5257,0.6888,0.9933,False,11.799
K02679.01,110.7556,0.5208,29.64,Super-Jupiter,1.536,6525.0,11.5767,3.2323,4.6614,False,13.455
K03128.01,21.236,0.165,2.62,Mini-Neptune,1.328,6035.0,7.7936,2.6521,3.8246,False,13.371
K03248.01,6.9126,0.0701,0.64,Rocky (Earth-like),0.96,5761.0,1.0772,0.986,1.4219,False,12.419
K03340.01,8.954,0.0822,0.84,Rocky (Earth-like),0.925,6168.0,1.1646,1.0252,1.4785,False,13.776
K03340.02,13.7281,0.1093,1.06,Rocky (Earth-like),0.925,6168.0,1.1646,1.0252,1.4785,False,13.776
K03425.03,7.6437,0.0818,1.85,Super-Earth,1.251,6120.0,5.0345,2.1316,3.074,False,13.266
K03520.01,135.5861,0.5643,89.83,Super-Jupiter,1.304,6401.0,2.5494,1.5168,2.1875,False,13.674
K03907.01,28.6434,0.1917,5.82,Gas Giant,1.145,6507.0,5.0221,2.129,3.0702,False,12.642
K04098.01,1.1217,0.0222,2.39,Mini-Neptune,1.157,5023.0,3.7753,1.8459,2.6619,False,13.875
K02758.01,253.3746,1.0071,19.25,Super-Jupiter,2.122,5177.0,22.8082,4.537,6.5428,False,11.893
K02935.01,27.8813,0.1828,1.54,Super-Earth,1.048,6434.0,1.7113,1.2428,1.7922,False,13.603
K03522.01,241.0707,0.9782,76.53,Super-Jupiter,2.148,9414.0,54.3423,7.0031,10.0993,False,10.656
K03811.01,290.1402,0.8423,11.58,Super-Jupiter,0.947,5631.0,1.4389,1.1396,1.6434,False,13.906
K02859.03,4.2889,0.0454,0.57,Rocky (Earth-like),0.68,5374.0,0.389,0.5925,0.8545,False,13.851
K04011.01,2.1907,0.0364,1.68,Super-Earth,1.337,6208.0,5.1979,2.1659,3.1234,False,12.521
K02859.04,2.9051,0.035,0.57,Rocky (Earth-like),0.68,5374.0,0.389,0.5925,0.8545,False,13.851
K02859.05,5.431,0.0532,0.66,Rocky (Earth-like),0.68,5374.0,0.389,0.5925,0.8545,False,13.851
K02949.01,10.1747,0.0924,1.04,Rocky (Earth-like),1.016,5866.0,1.9047,1.3111,1.8907,False,13.313
K02949.02,3.7503,0.0475,0.87,Rocky (Earth-like),1.016,5866.0,1.9047,1.3111,1.8907,False,13.313
K03052.01,10.1296,0.0876,0.78,Rocky (Earth-like),0.874,5383.0,0.5341,0.6943,1.0012,False,13.573
K00331.02,10.5229,0.0952,23.26,Super-Jupiter,1.038,5548.0,2.2143,1.4136,2.0386,False,13.497
K00366.01,75.1122,0.4153,23.23,Super-Jupiter,1.694,6201.0,14.9232,3.6699,5.2924,False,11.714
K03823.01,202.1168,0.6659,5.8,Gas Giant,0.964,5536.0,0.7086,0.7997,1.1532,False,13.922
K04021.01,7.2353,0.0782,1.53,Super-Earth,1.22,6422.0,3.0815,1.6676,2.4049,False,13.166
K04021.02,4.9321,0.0606,1.02,Rocky (Earth-like),1.22,6422.0,3.0815,1.6676,2.4049,False,13.166
K04022.01,4.8582,0.0595,2.04,Mini-Neptune,1.188,6109.0,6.7607,2.4701,3.5622,False,13.269
K04123.01,44.6227,0.2461,1.73,Super-Earth,0.998,6198.0,2.0325,1.3544,1.9532,False,13.519
K02696.01,96.4562,0.4917,9.1,Gas Giant,1.704,7029.0,16.0132,3.8016,5.4823,False,12.998
K02696.02,44.5644,0.2938,5.8,Gas Giant,1.704,7029.0,16.0132,3.8016,5.4823,False,12.998
K03156.01,0.7611,0.0157,27.81,Super-Jupiter,0.897,6911.0,4.6112,2.04,2.9419,False,7.899
K03444.01,12.6714,0.0864,0.76,Rocky (Earth-like),0.536,3705.0,0.0473,0.2066,0.298,False,13.693
K03444.03,2.636,0.0303,0.5,Rocky (Earth-like),0.536,3705.0,0.0473,0.2066,0.298,False,13.693
K03541.01,421.4285,1.1533,54.16,Super-Jupiter,1.152,6235.0,3.9556,1.8894,2.7248,False,13.769
K04129.01,2.3148,0.0322,0.69,Rocky (Earth-like),0.833,5240.0,0.5763,0.7212,1.04,False,13.506
K00317.02,11.5059,0.1095,0.99,Rocky (Earth-like),1.324,6336.0,2.8462,1.6027,2.3113,False,12.885
K00326.01,8.9735,0.099,36.0,Super-Jupiter,1.606,4751.0,60.8332,7.4096,10.6854,False,12.96
K04032.05,7.2352,0.0715,0.82,Rocky (Earth-like),0.933,5574.0,0.9823,0.9416,1.3578,False,12.639
K04136.01,2.4175,0.0348,1.19,Rocky (Earth-like),0.965,5575.0,1.4828,1.1568,1.6683,False,13.955
K04136.02,4.0336,0.049,1.23,Rocky (Earth-like),0.965,5575.0,1.4828,1.1568,1.6683,False,13.955
K02706.01,3.0976,0.0462,1.75,Super-Earth,1.374,6329.0,5.1151,2.1486,3.0985,False,10.268
K02968.01,10.1644,0.1028,1.99,Super-Earth,1.401,6133.0,9.3222,2.9006,4.1829,False,11.912
K04575.01,201.325,0.7349,1.98,Super-Earth,1.306,6120.0,3.6331,1.8108,2.6113,False,13.174
K04580.01,6.3043,0.0708,1.23,Rocky (Earth-like),1.192,6728.0,6.197,2.3649,3.4104,False,13.01
K04818.01,3.7989,0.0547,1.46,Super-Earth,1.511,6831.0,8.6645,2.7964,4.0327,False,13.008
K04823.01,4.965,0.0566,1.51,Super-Earth,0.982,5339.0,2.9482,1.6312,2.3523,False,12.739
K04963.01,59.4038,0.294,1.65,Super-Earth,0.961,6373.0,2.1633,1.3973,2.015,False,11.679
K05220.01,1.5347,0.0332,18.39,Super-Jupiter,2.079,4965.0,42.5482,6.1968,8.9364,False,12.224
